Folder 1,Folder 2,File,Class
Base Images,Evaluation Set,181021_20_11_12_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_11_12_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_11_12_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_11_12_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_11_12_Brick_Eval_crop0.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_11_13_Brick_Eval_allcams0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_11_13_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_11_13_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_11_13_Brick_Eval_crop3.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_11_36_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_11_36_Brick_Eval_cam1.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_11_37_Brick_Eval_allcams0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_11_37_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_11_37_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_11_37_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_11_37_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_11_37_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_11_37_Brick_Eval_crop3.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_13_18_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_13_18_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_13_18_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_13_18_Brick_Eval_cam3.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_13_19_Brick_Eval_allcams0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_13_19_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_13_19_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_13_19_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_13_19_Brick_Eval_crop3.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_18_05_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_18_05_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_18_05_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_18_05_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_18_05_Brick_Eval_crop0.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_18_06_Brick_Eval_allcams0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_18_06_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_18_06_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_18_06_Brick_Eval_crop3.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_18_47_Brick_Eval_allcams0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_18_47_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_18_47_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_18_47_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_18_47_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_18_47_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_18_47_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_18_47_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_18_47_Brick_Eval_crop3.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_19_15_Brick_Eval_allcams0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_19_15_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_19_15_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_19_15_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_19_15_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_19_15_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_19_15_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_19_15_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_19_15_Brick_Eval_crop3.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_24_57_Brick_Eval_cam0.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_24_58_Brick_Eval_allcams0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_24_58_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_24_58_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_24_58_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_24_58_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_24_58_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_24_58_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_24_58_Brick_Eval_crop3.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_25_31_Brick_Eval_allcams0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_25_31_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_25_31_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_25_31_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_25_31_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_25_31_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_25_31_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_25_31_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_25_31_Brick_Eval_crop3.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_27_59_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_27_59_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_27_59_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_27_59_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_27_59_Brick_Eval_crop0.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_28_00_Brick_Eval_allcams0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_28_00_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_28_00_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_28_00_Brick_Eval_crop3.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_30_11_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_30_11_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_30_11_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_30_11_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_30_11_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_30_11_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_30_11_Brick_Eval_crop2.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_30_12_Brick_Eval_allcams0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_30_12_Brick_Eval_crop3.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_32_06_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_32_06_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_32_06_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_32_06_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_32_06_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_32_06_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_32_06_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_32_06_Brick_Eval_crop3.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_32_07_Brick_Eval_allcams0.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_33_01_Brick_Eval_allcams0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_33_01_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_33_01_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_33_01_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_33_01_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_33_01_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_33_01_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_33_01_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_33_01_Brick_Eval_crop3.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_33_43_Brick_Eval_allcams0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_33_43_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_33_43_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_33_43_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_33_43_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_33_43_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_33_43_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_33_43_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_33_43_Brick_Eval_crop3.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_34_46_Brick_Eval_allcams0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_34_46_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_34_46_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_34_46_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_34_46_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_34_46_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_34_46_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_34_46_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_34_46_Brick_Eval_crop3.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_41_39_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_41_39_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_41_39_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_41_39_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_41_39_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_41_39_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_41_39_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_41_39_Brick_Eval_crop3.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_41_40_Brick_Eval_allcams0.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_42_49_Brick_Eval_allcams0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_42_49_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_42_49_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_42_49_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_42_49_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_42_49_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_42_49_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_42_49_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_42_49_Brick_Eval_crop3.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_43_23_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_43_23_Brick_Eval_cam1.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_43_24_Brick_Eval_allcams0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_43_24_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_43_24_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_43_24_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_43_24_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_43_24_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_43_24_Brick_Eval_crop3.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_44_18_Brick_Eval_allcams0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_44_18_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_44_18_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_44_18_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_44_18_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_44_18_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_44_18_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_44_18_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_44_18_Brick_Eval_crop3.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_44_45_Brick_Eval_allcams0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_44_45_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_44_45_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_44_45_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_44_45_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_44_45_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_44_45_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_44_45_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_44_45_Brick_Eval_crop3.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_45_12_Brick_Eval_allcams0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_45_12_Brick_Eval_cam0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_45_12_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_45_12_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_45_12_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_45_12_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_45_12_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_45_12_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_45_12_Brick_Eval_crop3.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_51_39_Brick_Eval_cam0.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_20_51_40_Brick_Eval_allcams0.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_51_40_Brick_Eval_cam1.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_51_40_Brick_Eval_cam2.jpg,Brick_1x4
Base Images,Evaluation Set,181021_20_51_40_Brick_Eval_cam3.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_51_40_Brick_Eval_crop0.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_51_40_Brick_Eval_crop1.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_51_40_Brick_Eval_crop2.jpg,Brick_1x4
Cropped Images,Evaluation Set,181021_20_51_40_Brick_Eval_crop3.jpg,Brick_1x4
Four Cameras,Evaluation Set,181021_19_41_21_Brick_Eval_allcams0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_41_21_Brick_Eval_cam0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_41_21_Brick_Eval_cam1.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_41_21_Brick_Eval_cam2.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_41_21_Brick_Eval_cam3.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_41_21_Brick_Eval_crop0.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_41_21_Brick_Eval_crop1.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_41_21_Brick_Eval_crop2.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_41_21_Brick_Eval_crop3.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_41_43_Brick_Eval_cam0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_41_43_Brick_Eval_cam1.jpg,Brick_2x2
Four Cameras,Evaluation Set,181021_19_41_44_Brick_Eval_allcams0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_41_44_Brick_Eval_cam2.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_41_44_Brick_Eval_cam3.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_41_44_Brick_Eval_crop0.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_41_44_Brick_Eval_crop1.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_41_44_Brick_Eval_crop2.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_41_44_Brick_Eval_crop3.jpg,Brick_2x2
Four Cameras,Evaluation Set,181021_19_42_53_Brick_Eval_allcams0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_42_53_Brick_Eval_cam0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_42_53_Brick_Eval_cam1.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_42_53_Brick_Eval_cam2.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_42_53_Brick_Eval_cam3.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_42_53_Brick_Eval_crop0.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_42_53_Brick_Eval_crop1.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_42_53_Brick_Eval_crop2.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_42_53_Brick_Eval_crop3.jpg,Brick_2x2
Four Cameras,Evaluation Set,181021_19_43_14_Brick_Eval_allcams0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_43_14_Brick_Eval_cam0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_43_14_Brick_Eval_cam1.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_43_14_Brick_Eval_cam2.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_43_14_Brick_Eval_cam3.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_43_14_Brick_Eval_crop0.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_43_14_Brick_Eval_crop1.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_43_14_Brick_Eval_crop2.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_43_14_Brick_Eval_crop3.jpg,Brick_2x2
Four Cameras,Evaluation Set,181021_19_44_49_Brick_Eval_allcams0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_44_49_Brick_Eval_cam0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_44_49_Brick_Eval_cam1.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_44_49_Brick_Eval_cam2.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_44_49_Brick_Eval_cam3.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_44_49_Brick_Eval_crop0.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_44_49_Brick_Eval_crop1.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_44_49_Brick_Eval_crop2.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_44_49_Brick_Eval_crop3.jpg,Brick_2x2
Four Cameras,Evaluation Set,181021_19_46_34_Brick_Eval_allcams0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_46_34_Brick_Eval_cam0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_46_34_Brick_Eval_cam1.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_46_34_Brick_Eval_cam2.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_46_34_Brick_Eval_cam3.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_46_34_Brick_Eval_crop0.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_46_34_Brick_Eval_crop1.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_46_34_Brick_Eval_crop2.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_46_34_Brick_Eval_crop3.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_51_00_Brick_Eval_cam0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_51_00_Brick_Eval_cam1.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_51_00_Brick_Eval_cam2.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_51_00_Brick_Eval_cam3.jpg,Brick_2x2
Four Cameras,Evaluation Set,181021_19_51_01_Brick_Eval_allcams0.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_51_01_Brick_Eval_crop0.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_51_01_Brick_Eval_crop1.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_51_01_Brick_Eval_crop2.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_51_01_Brick_Eval_crop3.jpg,Brick_2x2
Four Cameras,Evaluation Set,181021_19_57_24_Brick_Eval_allcams0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_57_24_Brick_Eval_cam0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_57_24_Brick_Eval_cam1.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_57_24_Brick_Eval_cam2.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_57_24_Brick_Eval_cam3.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_57_24_Brick_Eval_crop0.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_57_24_Brick_Eval_crop1.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_57_24_Brick_Eval_crop2.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_57_24_Brick_Eval_crop3.jpg,Brick_2x2
Four Cameras,Evaluation Set,181021_19_58_02_Brick_Eval_allcams0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_58_02_Brick_Eval_cam0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_58_02_Brick_Eval_cam1.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_58_02_Brick_Eval_cam2.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_58_02_Brick_Eval_cam3.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_58_02_Brick_Eval_crop0.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_58_02_Brick_Eval_crop1.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_58_02_Brick_Eval_crop2.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_58_02_Brick_Eval_crop3.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_59_26_Brick_Eval_cam0.jpg,Brick_2x2
Four Cameras,Evaluation Set,181021_19_59_27_Brick_Eval_allcams0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_59_27_Brick_Eval_cam1.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_59_27_Brick_Eval_cam2.jpg,Brick_2x2
Base Images,Evaluation Set,181021_19_59_27_Brick_Eval_cam3.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_59_27_Brick_Eval_crop0.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_59_27_Brick_Eval_crop1.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_59_27_Brick_Eval_crop2.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_19_59_27_Brick_Eval_crop3.jpg,Brick_2x2
Four Cameras,Evaluation Set,181021_20_01_01_Brick_Eval_allcams0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_20_01_01_Brick_Eval_cam0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_20_01_01_Brick_Eval_cam1.jpg,Brick_2x2
Base Images,Evaluation Set,181021_20_01_01_Brick_Eval_cam2.jpg,Brick_2x2
Base Images,Evaluation Set,181021_20_01_01_Brick_Eval_cam3.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_20_01_01_Brick_Eval_crop0.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_20_01_01_Brick_Eval_crop1.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_20_01_01_Brick_Eval_crop2.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_20_01_01_Brick_Eval_crop3.jpg,Brick_2x2
Base Images,Evaluation Set,181021_20_01_47_Brick_Eval_cam0.jpg,Brick_2x2
Base Images,Evaluation Set,181021_20_01_47_Brick_Eval_cam1.jpg,Brick_2x2
Base Images,Evaluation Set,181021_20_01_47_Brick_Eval_cam2.jpg,Brick_2x2
Base Images,Evaluation Set,181021_20_01_47_Brick_Eval_cam3.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_20_01_47_Brick_Eval_crop0.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_20_01_47_Brick_Eval_crop1.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_20_01_47_Brick_Eval_crop2.jpg,Brick_2x2
Cropped Images,Evaluation Set,181021_20_01_47_Brick_Eval_crop3.jpg,Brick_2x2
